Reporting Period,Project Number,City,County,State,Zip Code,Sector,Latitude ,Longitude
43555,4687-23920,Chestertown,Warren,NY,12817,Non-Residential,43.640111,-73.821038
43555,4702-34522,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4694-34453,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4694-37814,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4694-37222,Warrensburg,Warren,NY,12885,Non-Residential,43.539538,-73.816906
43555,4687-23917,Chestertown,Warren,NY,12817,Non-Residential,43.640111,-73.821038
43555,4687-23918,Chestertown,Warren,NY,12817,Non-Residential,43.640111,-73.821038
43555,4694-37224,Warrensburg,Warren,NY,12885,Non-Residential,43.539538,-73.816906
43555,4687-30550,Warrensburg,Warren,NY,12885,Non-Residential,43.539538,-73.816906
43555,4687-24024,Chestertown,Warren,NY,12817,Non-Residential,43.640111,-73.821038
43555,4694-39133,Glens Falls,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,4694-34457,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4687-24992,Chestertown,Warren,NY,12817,Non-Residential,43.640111,-73.821038
43555,4694-34455,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4694-34456,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4687-30508,Warrensburg,Warren,NY,12885,Non-Residential,43.539538,-73.816906
43555,4687-23919,Chestertown,Warren,NY,12817,Non-Residential,43.640111,-73.821038
43555,4694-34451,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4704-77072,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,4704-86002,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,5079-40877,Queensbury,Warren,NY,12801,Non-Residential,43.311431,-73.647738
43555,5093-41731,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,5079-38009,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,5167-69600,North Creek,Warren,NY,12853,Non-Residential,43.69874,-73.94678
43555,5176-80891,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,5226-55691,Warrensburg,Warren,NY,12885,Non-Residential,43.539538,-73.816906
43555,5302-94787,North Creek,Warren,NY,12853,Non-Residential,43.69874,-73.94678
43555,02005-015,Wevertown,Warren,NY,12886,Non-Residential,43.6416,-73.925388
43555,5417-101974,Queensbury,Warren,NY,12804,Non-Residential,43.335343,-73.676867
43555,49761A-1,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,49761A-1,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,81404,Queensbury,Washington,NY,12804,Non-Residential,43.335343,-73.676867
43555,87449,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,113113,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4005-036,Hudson Falls,Washington,NY,12839,Non-Residential,43.330298,-73.563388
43555,4003-20726,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4181-002,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4158-105,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4158-19861,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4158-20171,Hudson Falls,Washington,NY,12839,Non-Residential,43.330298,-73.563388
43555,4244-22788,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4255-26169,Cambridge,Washington,NY,12816,Non-Residential,43.051324,-73.388113
43555,4255-25843,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4224-24166,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4255-26174,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4301-47478,Kingsbury,Washington,NY,12839,Non-Residential,43.330298,-73.563388
43555,4301-20446,Granville,Washington,NY,12832,Non-Residential,43.371633,-73.314608
43555,4362-34669,Cambridge,Washington,NY,12816,Non-Residential,43.051324,-73.388113
43555,4362-34881,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4362-32713,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4362-32715,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4362-34670,Cambridge,Washington,NY,12816,Non-Residential,43.051324,-73.388113
43555,4362-33887,Granville,Washington,NY,12849,Non-Residential,43.444111,-73.300006
43555,4362-32714,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4362-33883,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4362-35891,Hudson Falls,Washington,NY,12839,Non-Residential,43.330298,-73.563388
43555,4362-60546,Canaan,Washington,NY,12029,Non-Residential,42.399533,-73.426667
43555,4362-38965,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4362-37124,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4362-36575,Cambridge,Washington,NY,12816,Non-Residential,43.051324,-73.388113
43555,4362-47761,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4362-38300,Hudson Falls,Washington,NY,12839,Non-Residential,43.330298,-73.563388
43555,4362-36196,Hartford,Washington,NY,12838,Non-Residential,43.344744,-73.404591
43555,4362-35786-AG,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4362-65929,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4362-60543,Granville,Washington,NY,12849,Non-Residential,43.444111,-73.300006
43555,4362-54726,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4362-60544,Granville,Washington,NY,12849,Non-Residential,43.444111,-73.300006
43555,4362-47762,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4362-36593,Cambridge,Washington,NY,12816,Non-Residential,43.051324,-73.388113
43555,4362-65907,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4495-60402,Cambridge,Washington,NY,12816,Non-Residential,43.051324,-73.388113
43555,4507-23159A,Argyle,Washington,NY,12809,Non-Residential,43.238387,-73.459071
43555,4533-98054,Hudson Falls,Washington,NY,12839,Non-Residential,43.330298,-73.563388
43555,4548-50125,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4548-58158,Salem,Washington,NY,12865,Non-Residential,43.209736,-73.34391
43555,4548-32732,Comstock,Washington,NY,12821,Non-Residential,43.457421,-73.406979
43555,4548-58157,Salem,Washington,NY,12865,Non-Residential,43.209736,-73.34391
43555,4548-64799,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4702-41365,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4694-37264,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4694-35345,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4704-83993,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,4758-102887,Shushan,Washington,NY,12873,Non-Residential,43.113848,-73.314107
43555,4758-33991,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4758-55717,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,4987-76754,Fort Edward,Washington,NY,12828,Non-Residential,43.256199,-73.579351
43555,5167-98164,Whitehall,Washington,NY,12887,Non-Residential,43.558225,-73.376329
43555,5167-98163,Whitehall,Washington,NY,12887,Non-Residential,43.558225,-73.376329
43555,5167-93776,Whitehall,Washington,NY,12887,Non-Residential,43.558225,-73.376329
43555,5167-98169,Whitehall,Washington,NY,12887,Non-Residential,43.558225,-73.376329
43555,5196-55428,Comstock,Washington,NY,12821,Non-Residential,43.457421,-73.406979
43555,5315-82099,Granville,Washington,NY,12832,Non-Residential,43.371633,-73.314608
43555,5336-83064,Fort Ann,Washington,NY,12827,Non-Residential,43.421292,-73.498907
43555,02003-084,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
43555,02003-047-2,Shushan,Washington,NY,12873,Non-Residential,43.113848,-73.314107
43555,02059-001,Greenwich,Washington,NY,12834,Non-Residential,43.097845,-73.500001
