Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
44227,14309,5033-38400,Glenfield,Lewis,NY,13343,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41641,41789,Complete,Ielfield Electric,SMA America,SB8000US-11 (277V),8,SolarWorld,Protect SW 255 Mono,312,257774,67736,79.56,80694,No,No,No,No,POINT (-75.3116 43.7377)
44227,184922,,Richland,Oswego,NY,13142,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,43602,,Pipeline,"Source Renewables, LLC",,,2,Trina Solar,TSM-375DEG14H(II),8046,3910300,3392250,3017.25,3541769,,No,Yes,No,POINT (-76.134908 43.555712)
44227,11206,4001-23158,Little Falls,Herkimer,NY,13365,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40714,40834,Complete,"Great Brook Solar NRG, LLC",SMA America,SB8000US (240V),3,Schuco USA,MPE 185 MS 05,150,135600,48562.5,27.75,31097,,No,No,No,POINT (-74.847449 43.060591)
44227,264774,,Heuvelton,St. Lawrence,NY,13654,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44173,,Pipeline,EDF Renewables Distributed Solutions Inc.,Power Electronics,FS2000K [600V],1,Canadian Solar Inc.,CS3W-410P,7452,4975000,947149.2,3055.32,4405000,,No,Yes,No,POINT (-75.428989 44.590026)
44227,274445,,Lawrenceville,St. Lawrence,NY,11559,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44184,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],20,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-435M,8500,3501680,1146225,3697.5,5182416,,No,Yes,No,POINT (-73.729939 40.61266)
44227,6513,4533-38503,Herkimer,Herkimer,NY,13350,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41641,42221,Complete,"Apex Solar Power, LLC",Fronius USA,IG Plus 11.4-240,6,Motech Industries,IM60B2-240-XXXXXX,250,241500.2,57050,61.75,67304,Yes,No,No,No,POINT (-74.988232 43.046568)
44227,25106,4362-38075,Mayfield,Fulton,NY,12117,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41641,43188,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Trina Solar,TSM-330DD14A(II),600,603900,138800,198,186392,,No,No,No,POINT (-74.240928 43.152959)
44227,50744,4006-20531,Westport,Essex,NY,12993,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40410,40542,Complete,"ETM Solar Works, Inc.",SMA America,SB7000US (240V),3,Trina Solar,TSM-230PA05,90,129031.4,36225,20.7,22856,,No,No,No,POINT (-73.474091 44.204005)
44227,231611,,Orleans,Jefferson,NY,13624,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43876,,Pipeline,OYA SOLAR NY L.P.,Power Electronics,FS2000CU [400V],3,"Jinko Solar Co., Ltd",JKM390M-72HL-V,19162,7875000,2914540.2,7473.18,10474409,,No,Yes,No,POINT (-76.094551 44.217985)
44227,277499,,Adams,Jefferson,NY,13605,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44184,,Pipeline,Nexamp Inc,SMA America,SHP 150-US-20 [600V],6,JA Solar,JAM72D10-405/MB,2782,3040000,343839.6,1109.16,1554599,,No,Yes,No,POINT (-76.053889 43.808485)
44227,11603,4630-26944,Phoenix,Oswego,NY,13135,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41030,41261,Complete,Skyline Solar Inc.,Enphase Energy,M215-60-2LL-S2X,104,SolarWorld,SW255 Mono,104,124072,46155,26.52,32655,,No,No,No,POINT (-76.316143 43.250396)
44227,11514,4362-26084,Saratoga Spgs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,40905,41180,Complete,"Monolith Solar Associates, LLC",SMA America,SB5000US (208V),3,Trina Solar,TSM-285PA14,66,94050,32918,18.81,20464,,No,No,No,POINT (-73.759248 43.07772)
44227,24025,4694-34457,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41520,41711,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 250TX-480,1,Kyocera Solar,KD245GX-LFB2,896,829874.53,200000,219.52,219620,No,No,No,No,POINT (-73.676867 43.335343)
44227,25962,5093-41127,Corinth,Saratoga,NY,12822,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41751,41803,Complete,U.S. Light Energy LLC,Advanced Energy Industries,AE 75TX-208,1,Kyocera Solar,KD245GX-LFB2,336,473408,69392,82.32,81750,No,No,No,No,POINT (-73.862657 43.250373)
44227,24158,4362-34881,Fort Edward,Washington,NY,12828,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41522,41614,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-208,4,Trina Solar,TSM-295PA14,160,232068,59280,46.6,50425,Yes,No,No,No,POINT (-73.579351 43.256199)
44227,71246,,Gouverneur,St. Lawrence,NY,13642,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42668,42732,Complete,United Renewable Energy LLC,Sungrow Power Supply,SG36KU,5,Hanwha Q CELLS,Q.PLUS L-G4.2 335,720,310464,65000,241.2,287337,,No,Yes,No,POINT (-75.467222 44.328848)
44227,13627,4694-36159,Amsterdam,Fulton,NY,12010,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41579,41639,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 100TX-208,1,Kyocera Solar,KD245GX-LFB2,364,321956.49,86885,89.18,101152,No,No,No,No,POINT (-74.182795 42.937079)
44227,10805,02086-003,Ray Brook,Essex,NY,12977,Non-Residential,Residential/Small Commercial,PON 716,National Grid,,38841,39090,Complete,"Global Resources Options, Inc.",Magnetek,PVI-3000-I-OUTD-US-F (240V),3,Evergreen Solar,EC-115,90,86009,41400,10.35,10947,,No,No,No,POINT (-74.084491 44.299953)
44227,49518,5167-94791,Lisbon,St. Lawrence,NY,13658,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43437,43446,Complete,"Borrego Solar Systems, Inc.",Sungrow Power Supply,SG60KU-M,25,JA Solar,JAP6-72-320/4BB,6192,5038742.21,508523.95,1981.44,2325894,,No,No,No,POINT (-75.278836 44.735867)
44227,23906,4362-33887,Granville,Washington,NY,12849,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41470,43004,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,2,Silfab,SLG345M,156,250992,70000,53.82,56836,,No,No,No,POINT (-73.300006 43.444111)
44227,252482,,Hudson Falls,Washington,NY,12839,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44051,,Pipeline,"Matrix Development, LLC.",Power Electronics,FS3150M [34000V],2,"Jinko Solar Co., Ltd",JKM395M-72HL-V-Q,16484,9013920,2424336.2,6552.26,9183648,,No,Yes,No,POINT (-73.563388 43.330298)
44227,24559,4548-36327,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41579,41710,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 12.0-3WYE277,4,Trina Solar,TSM-300PA14,176,208560,59961,52.14,62684,No,No,No,No,POINT (-73.722451 42.916667)
44227,100273,,Johnstown,Fulton,NY,12095,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,43034,43195,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies Ltd.,SE20KUS,8,Canadian Solar,CS6U-330M,574,585000,61826,189.42,214624,,No,No,No,POINT (-74.394891 43.023495)
44227,169811,,Rexford,Saratoga,NY,12148,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43504,,Pipeline,"Nautilus Solar Energy, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],16,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 390,7668,3822872.85,747630,2990.52,3510392,,No,Yes,No,POINT (-73.852723 42.840999)
44227,13142,4702-34366,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41493,41619,Complete,High Peaks Solar,SMA America,ST42 (277V),3,Suniva,MVX255-60-5-701,589,537000,170000,150.2,155763,Yes,No,No,No,POINT (-75.916148 43.977155)
44227,24969,4758-37605,Round Lake,Saratoga,NY,12151,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41641,41879,Complete,Hudson Solar,SMA America,STP20000TL-US-10 (480V),5,LG Electronics Solar Cell Division,LG265S1C-A3,442,363103,90278,117.13,123975,No,No,No,No,POINT (-73.791645 42.926839)
44227,2702,4021-002,Clinton,Oneida,NY,13323,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,39659,39835,Complete,"Solar Design Associates, Inc.",SMA America,SB7000US (208V),4,SunPower,SPR-215-WHT-U,147,300460,151420,31.61,33593,,No,No,No,POINT (-75.380619 43.049079)
44227,1104,4687-23918,Chestertown,Warren,NY,12817,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40785,40904,Complete,"Edge Design & Consulting, Inc.",SMA America,SB8000US (277V),3,Canadian Solar,CS6P-235M,108,203040,43750,25.38,27354,,No,No,No,POINT (-73.821038 43.640111)
44227,25379,5079-38890,Malone,Franklin,NY,12953,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41649,42382,Complete,SES APEX LLC,Fronius USA,IG Plus 7.5-240,5,Trina Solar,TSM-290PA14,127,129500,32375,36.08,43470,Yes,No,No,No,POINT (-74.270547 44.785967)
44227,6527,5079-38863-AG,Malone,Franklin,NY,12953,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41648,42382,Complete,SES APEX LLC,Fronius USA,IG Plus 5.0-240,5,Trina Solar,TSM-290PA14,142,169500,40430,40.43,48721,Yes,No,No,No,POINT (-74.270547 44.785967)
44227,32322,4548-58158,Salem,Washington,NY,12865,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,42037,42774,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,6,ET Solar Industry,ET-P672320WW,480,194247,81620,153.6,169261,,No,No,No,POINT (-73.34391 43.209736)
44227,56093,4119-016,Lake Pleasant,Hamilton,NY,12108,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,39969,40235,Complete,"Crest Solar, LLC",SMA America,SB5000US (208V),3,Canadian Solar,CS6P-200,76,105872,76000,15.2,15737,,No,No,No,POINT (-74.434985 43.555505)
44227,54097,4362-63921,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42128,43130,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Yingli Energy (China),YL315P-35b,600,632448,85600,189,173482,,No,No,No,POINT (-73.676867 43.335343)
44227,1335,4260-29056,Russell,St. Lawrence,NY,13684,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41143,41262,Complete,"Fourth Coast, Inc",Fronius USA,IG Plus V 11.4-240,2,SolarWorld,SW240 Poly,96,92160,34560,23.04,26382,,No,No,No,POINT (-75.060779 44.377162)
44227,31746,4548-56294,Round Lake,Saratoga,NY,12151,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42006,42947,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE14.4KUS,4,Trina Solar,TSM-325PD14,240,96032,47060,78,100843,,No,No,No,POINT (-73.791645 42.926839)
44227,209531,,DeKalb,St. Lawrence,NY,13630,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43764,,Pipeline,ASA Holdings NY I LLC,"Sungrow Power Supply Co., Ltd.",SG125HV [600V],24,"LONGi Green Energy Technology Co., Ltd.",LR6-78HBD-420M,9984,6904857,838656,4193.28,5166000,,No,Yes,No,POINT (-75.307922 44.497236)
44227,12632,4937-33303,Galway,Saratoga,NY,12074,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41443,41694,Complete,"Active Solar Development, LLC",Fronius USA,IG Plus V 11.4-240,4,ET Solar Industry,ET-A-M672300,142,177612.5,58646,42.6,49710,,No,No,No,POINT (-74.045908 43.045567)
44227,1154,4611-24597,Rome,Oneida,NY,13440,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40819,40966,Complete,"CNY Solar, Inc.",Fronius USA,IG Plus V 7.5-208,2,SolarWorld,SW235 Poly,66,73430,27143,15.51,16990,,No,No,No,POINT (-75.454665 43.214717)
44227,24316,4362-35393,Queensbury,Warren,NY,12801,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41548,41676,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 10.0-208,2,Trina Solar,TSM-295PA14,80,89600,29120,23.6,24547,No,No,No,No,POINT (-73.647738 43.311431)
44227,96898,,Lowville,Lewis,NY,13367,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42970,43194,Complete,Green Volt Solutions LLC,Enphase Energy,C250-72-2LN-S2,265,Hyundai Heavy Industries Green Energy Co.,HiS-S295RG,265,188250.81,28453,78.18,77080,,No,No,No,POINT (-75.472278 43.798604)
44227,241899,,Carthage,Jefferson,NY,13619,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43938,,Pipeline,"Green Street Power Partners, LLC","Sungrow Power Supply Co., Ltd.",SG250KU [480V],7,"Jinko Solar Co., Ltd",JKM360M-72-V,3640,4586693,511056,1310.4,1836657,,No,Yes,No,POINT (-75.608418 43.979234)
44227,22354,4702-25310,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,40870,41079,Complete,High Peaks Solar,SMA America,SB7000US (240V),6,Evergreen Solar,ES-A-215-fa3,234,219240.2,87500,50.31,52843,Yes,No,No,No,POINT (-75.916148 43.977155)
44227,23002,4116-29478,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41183,41578,Complete,"Solar Liberty Energy Systems, Inc.",Solar Liberty,SLX 7500 (277V),6,Trina Solar,TSM-235PA05,210,320775,74025,49.35,60743,,No,No,No,POINT (-76.474421 43.440456)
44227,11578,4369-26772,New Hartford,Oneida,NY,13413,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40969,41066,Complete,Halco Renewable Energy (dba for Halcyon),SunPower,SPR-6000m (240V),6,SunPower,SPR-230NE-BLK-D,162,217628.2,65002.5,37.26,42216,,No,No,No,POINT (-75.287002 43.066343)
44227,100146,,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43034,43348,Complete,"NYS Parks, Recreation & Historic Preservation",SolarEdge Technologies,SE9K,8,Auxin Solar,AXN6M612T345,299,213717.75,35947,103.16,121754,,No,No,No,POINT (-73.759248 43.07772)
44227,66991,4362-38670,Round Lake,Saratoga,NY,12151,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41641,42150,Complete,"Monolith Solar Associates, LLC",SMA America,STP20000TL-US-10 (480V),3,Renesola Jiangsu,JC305F-24/Ab,242,217680,74292,72.56,94741,No,No,No,No,POINT (-73.791645 42.926839)
44227,24034,4702-34398,Rome,Oneida,NY,13440,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41494,42093,Complete,High Peaks Solar,SMA America,STP20000TL-US-10 (480V),9,Suniva,MVX250-60-5-701,800,716000,220000,200,223716,Yes,No,No,No,POINT (-75.454665 43.214717)
44227,254424,,Lisbon,St. Lawrence,NY,13658,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44051,,Pipeline,"Omni Navitas Development, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],20,"LONGi Green Energy Technology Co., Ltd.",LR4-72HBD-420M,8840,2957500,1373736,3712.8,5203860,,No,Yes,No,POINT (-75.278836 44.735867)
44227,54782,4362-65907,Fort Edward,Washington,NY,12828,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42158,43055,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,6,Trina Solar,TSM-340DD14A(II),448,632448,45302.25,151.15,138903,,No,No,No,POINT (-73.579351 43.256199)
44227,14029,5046-37772,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41641,41995,Complete,AEC Energy Corp./American Energy Care,Fronius USA,Fronius CL 48.0 Wye (277V),4,Lightway Green New Energy,LW230(29)P1650x990,860,599400,129885,197.8,240373,No,No,No,No,POINT (-73.722451 42.916667)
44227,30890,4362-54726,Fort Edward,Washington,NY,12828,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41985,43161,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Silfab,SSG345M,580,525000,80000,200.1,199100,,No,No,No,POINT (-73.579351 43.256199)
44227,194376,,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43664,44167,Complete,"Renovus Energy, Inc",Chint Power Systems America,CPS SCA50KTL-DO/US-480 [480V],4,Hanwha Q CELLS,Q.PLUS L-G4.2 345W,720,534060,111780,248.4,304999,,No,Yes,No,POINT (-76.474421 43.440456)
44227,288505,,Gouverneur,St. Lawrence,NY,13642,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,44222,,Pipeline,"Wildcat Renewables, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],28,"Chint Solar (Zhejiang) Co., Ltd",CHSM72M(DG)/F-BH-415,11830,6260500,1325551.5,4909.45,6881085,,No,Yes,No,POINT (-75.467222 44.328848)
44227,274754,,Fort Edward,Washington,NY,12828,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44184,,Pipeline,"Eden Renewables, LLC",Yaskawa Solectria Solar,XGI 1500-166/166 [600V],30,Vikram Solar,ELDORA VSP.72.330.03.04,22708,8359077,2173155.6,7493.64,10503086,,No,Yes,No,POINT (-73.579351 43.256199)
44227,12951,4758-33752,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41463,42026,Complete,Hudson Solar,SMA America,SB5000TL-US-22 (240V),5,SunPower,SPR-E20-327-COM,80,79255,36624,26.16,25664,No,No,No,No,POINT (-73.759248 43.07772)
44227,229610,,Chaumont,Jefferson,NY,13622,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43931,,Pipeline,GreenSpark Solar (dba for Sustainable Energy Developments),SMA America,SC 2500-EV-US [550V],2,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 380,17368,7625000,1121972.8,6599.84,7747156,,No,Yes,No,POINT (-76.118692 44.088436)
44227,66635,4003-20726,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40438,40505,Complete,"Alteris RPS, LLC",SMA America,ST42 (277V),1,Suntech Power,STP270-24/Vb-1,187,241343.63,87500,50.49,48482,,No,No,No,POINT (-73.500001 43.097845)
44227,23732,4548-33157,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41436,41620,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 10.0-208,2,Trina Solar,TSM-285PA14,80,113046,31780,22.7,26695,,No,No,No,POINT (-73.722451 42.916667)
44227,165459,,Rexford,Saratoga,NY,12148,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43504,,Pipeline,"Nautilus Solar Energy, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],40,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 390,19224,10628975.4,1874340,7497.36,8800701,,No,Yes,No,POINT (-73.852723 42.840999)
44227,52642,5250-60375,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42072,42313,Complete,"Centroplan USA, LLC",Fronius USA,Fronius Symo 20.0-3 480,4,REC Solar,REC255PE-US,320,180744,49220,81.6,84214,Yes,No,No,No,POINT (-75.506864 44.652305)
44227,22786,4548-28288,Stillwater,Saratoga,NY,12170,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41088,41697,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 10.0-3-208 Delta,4,Trina Solar,TSM-295PA14,132,192660,57668,38.45,49213,,No,No,No,POINT (-73.661774 42.995635)
44227,30842,4260-54720,Lowville,Lewis,NY,13367,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41984,43145,Complete,"Fourth Coast, Inc",Fronius USA,Fronius Primo 12.5-1 (240V),4,Mitsubishi Electric,PV-MLE265HD,188,173052,39856,49.82,53754,,No,No,No,POINT (-75.472278 43.798604)
44227,105462,,Waterville,Oneida,NY,13480,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,43073,43201,Complete,"CNY Solar, Inc.",LG Electronics Inc.,LG330E1C-A5 (240V),278,LG Electronics,LG330N1C-A5,278,257338,32522,91.74,99025,,No,No,No,POINT (-75.366762 42.914366)
44227,238908,,Lowville,Lewis,NY,13367,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,43973,,Pipeline,"U.S. Light Energy (dba for Solitude Solar, LLC)",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],40,Vikram Solar,SOMERA VSM.72.370.05,19422,6517526,2802594.6,7186.14,8435379,,No,Yes,No,POINT (-75.472278 43.798604)
44227,22997,4116-29436,Oswego,Oswego,NY,13126,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41176,41509,Complete,"Solar Liberty Energy Systems, Inc.",Solar Liberty,SLX 7500 (208V),4,Lightway Green New Energy,LW235(29)P1650x990,126,192465,44415,29.61,36051,,No,No,No,POINT (-76.474421 43.440456)
44227,251403,,Hudson Falls,Washington,NY,12839,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44051,,Pipeline,"Matrix Development, LLC.",Power Electronics,FS3150M [34000V],2,"Jinko Solar Co., Ltd",JKM395M-72HL-V-Q,16016,9013920,2340738.4,6326.32,8866970,,No,Yes,No,POINT (-73.563388 43.330298)
44227,50970-1,,Gouverneur,St. Lawrence,NY,13642,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,41985,43124,Complete,"IRE Solar 1, LLC",,,,,,,2765070,216197.02,1422.7,1670022,,No,No,No,POINT (-75.467222 44.328848)
44227,13680,4548-36328,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41579,41710,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 12.0-3WYE277,2,Trina Solar,TSM-300PA14,90,108000,31050,27,31490,No,No,No,No,POINT (-73.722451 42.916667)
44227,14367,4362-39050,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41656,41933,Complete,"Monolith Solar Associates, LLC",Fronius USA,Fronius CL 44.4 Delta (208V),2,Renesola America,JC305S-24/Abh,300,355200,74000,90,108997,No,No,No,No,POINT (-73.783424 42.852843)
44227,50080,4958-44926,Ellenburg Depot,Clinton,NY,12935,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41851,42040,Complete,The Solar Specialists,ABB,PVI-6000-OUTD-US-Z-A (240V),6,SolarWorld,SW 280 Mono,144,149965,40320,40.32,48504,No,No,No,No,POINT (-73.787515 44.861776)
44227,796,4659-24647,Rome,Oneida,NY,13440,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40822,40941,Complete,Warner Energy LLC,Power-One,PVI-10.0-I-OUTD-x-US-208-y,5,CEEG (Shanghai) Solar Science and Technology,SST250-60M,204,218116.8,87247,51,53787,,No,No,No,POINT (-75.454665 43.214717)
44227,66654,5176-80891,Queensbury,Warren,NY,12804,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42324,42517,Complete,"Greenskies Renewable Energy, LLC",Solectria Renewables,PVI 28TL-480,12,Jinko Solar,JKM310P-72,1428,742173.96,166536.08,442.68,519635,No,No,No,No,POINT (-73.676867 43.335343)
44227,1261,02059-001,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 716,National Grid,,38068,38229,Complete,"Solar Works, Inc.",SMA America,SWR2500U (240V),6,BP Solar,BP3160B (2003+),96,132645,75000,15.36,14515,,No,No,No,POINT (-73.500001 43.097845)
44227,221165,,Sangerfield,Oneida,NY,13455,Non-Residential,Commercial/Industrial (MW Block),PON 3082,NYS Electric and Gas,Purchase,44035,,Pipeline,"DG New York CS, LLC","Sungrow Power Supply Co., Ltd.",SG250KU [480V],20,"Jinko Solar Co., Ltd",JKM405M-72HL-V,17038,7600000,976930.5,6512.87,9128439,,No,Yes,No,POINT (-75.379167 42.913889)
44227,22345,4704-26458,Fulton,Oswego,NY,13069,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,40940,41032,Complete,Tesla Energy Operations Inc.,Fronius USA,IG Plus 11.4-208,2,Yingli Energy (China),YL235P-29b,104,173383.2,42770,24.44,29765,,No,No,No,POINT (-76.390481 43.324957)
44227,51601,02011-026,Mooers,Clinton,NY,12958,Non-Residential,Residential/Small Commercial,PON 716,NYS Electric and Gas,,38812,39104,Complete,Triangle Electrical Systems,Xantrex Technology,GT3.3-NA-DS-240,3,Kyocera Solar,KC175GT,72,124647,50400,12.6,13767,,No,No,No,POINT (-73.579997 44.962204)
44227,22983,4116-29357,Mexico,Oswego,NY,13114,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41171,41450,Complete,"Solar Liberty Energy Systems, Inc.",Solar Liberty,SLX 7500 (208V),6,Trina Solar,TSM-235PA05,210,320775,74025,49.35,59561,,No,No,No,POINT (-76.240968 43.466852)
44227,6514,4533-38007,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41641,42227,Complete,"Apex Solar Power, LLC",SMA America,STP15000TL-US-10 (480V),3,Motech Industries,IM60B2-240-XXXXXX,188,181500.2,46870,46.87,51456,Yes,No,No,No,POINT (-73.676867 43.335343)
44227,49804A-1,,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,42725,42794,Complete,"WGL Energy Systems, Inc.",,,,Trina Solar TSM-310PD14,,0,2366700,439956.01,1130.88,1327472,,No,No,No,POINT (-75.506864 44.652305)
