Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
44227,50120,4247-48391,Adams,Jefferson,NY,13605,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41904,42058,Complete,"Alternative Power Solutions of NY, LLC",ABB,TRIO-20.0-TL-OUTD-S1-480-A,3,SolarWorld,SW 275 Mono,288,231770,61060,79.2,82294,No,No,No,No,POINT (-76.053889 43.808485)
44227,274652,,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,44152,,Pipeline,Sky Solar Inc.,"Sungrow Power Supply Co., Ltd.",SG125HV [600V],40,"LONGi Green Energy Technology Co., Ltd.",LR4-72HPH-440M,16080,13584384,919776,7075.2,8305153,,No,Yes,No,POINT (-73.759248 43.07772)
44227,24860,4694-37222,Warrensburg,Warren,NY,12885,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41624,41710,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 250TX-480,1,Kyocera Solar,KD245GX-LFB2,896,829874.53,170000,219.52,218059,No,No,No,No,POINT (-73.816906 43.539538)
44227,3100,4362-36196,Hartford,Washington,NY,12838,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41579,41957,Complete,"Monolith Solar Associates, LLC",Fronius USA,Fronius CL 44.4 Delta (208V),1,Yingli Energy (China),YL295P-35b,144,183000,48231,41.94,45565,No,No,No,No,POINT (-73.404591 43.344744)
44227,25552,4937-39736,Gloversville,Fulton,NY,12078,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41695,41857,Complete,"Active Solar Development, LLC",Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),134,SolarWorld,SW 270 Mono,134,134573,36180,36.18,43348,No,No,No,No,POINT (-74.343858 43.082755)
44227,229771,,Verona,Oneida,NY,13421,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44107,,Pipeline,EDF Renewables Distributed Solutions Inc.,Power Electronics,FS2000K [600V],2,Canadian Solar Inc.,CS3W-410PB-AG,14040,6486000,863460,5756.4,8068170,,No,Yes,No,POINT (-75.649101 43.076187)
44227,28000,4697-49698,Philadelphia,Jefferson,NY,13673,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41926,42234,Complete,"Paradise Energy Solutions, LLC",SMA America,SB7000US (240V),5,Axitec,AC-300P/156-72S,165,140350,44550,49.5,49882,No,No,No,No,POINT (-75.712864 44.161636)
44227,66642,4702-66255,Watertown,Jefferson,NY,13601,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Purchase,42163,43073,Complete,High Peaks Solar,SMA America,STP24000TL-US-10,24,Hanwha Q CELLS,Q.PRO-G3 260,2538,1718496,214905.81,659.88,774594,,No,No,No,POINT (-75.916148 43.977155)
44227,6515,4533-38008,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,41641,42227,Complete,"Apex Solar Power, LLC",SMA America,STP20000TL-US-10 (480V),3,Hanwha Q CELLS (Qidong),HSL60M6-HA-0-245T,230,225500.2,54710,57.85,64050,Yes,No,No,No,POINT (-73.676867 43.335343)
44227,5224,4011-016,Peru,Clinton,NY,12972,Non-Residential,Residential/Small Commercial,PON 1050,NYS Electric and Gas,,39882,40102,Complete,Triangle Electrical Systems,Fronius USA,IG Plus 11.4-240,1,SunPower,SPR-215,49,108604,52675,10.54,12234,,No,No,No,POINT (-73.544857 44.560576)
44227,212949,,Gloversville,Fulton,NY,12078,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43764,,Pipeline,"Borrego Solar Systems, Inc.",SMA America,SC 2500-EV-US [550V],1,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 390,11538,6007259.7,899964,4499.82,5282069,,No,Yes,No,POINT (-74.343858 43.082755)
44227,49806A,,Oppenheim,Fulton,NY,13452,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,43637,43403,Complete,"Oppenheim Solar South, LLC",,,,,,,6000690,700777,2310,2711570,,No,No,No,POINT (-74.628407 43.030313)
44227,14140,4260-38003,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41641,42977,Complete,"Fourth Coast, Inc",SolarEdge Technologies,SE33.3KUS,1,Mitsubishi Electric,PV-MJE275FB,132,115830.64,35640,36.3,39125,,No,No,No,POINT (-76.094551 44.217985)
44227,66641,5286-66259,Malone,Franklin,NY,12953,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42163,43782,Complete,S&C Electric Company,Yaskawa Solectria Solar,PVI 60TL-480 [480V],18,"Suzhou Talesun Solar Technologies Co., Ltd.",TP672P-315,4536,4867411.4,488073.8,1428.84,1677230,,No,No,No,POINT (-74.270547 44.785967)
44227,11299,4548-23834,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,40778,40907,Complete,"Monolith Solar Associates, LLC",SMA America,SB5000US (208V),3,Samsung Electronics,LPC244SM-02,78,322335,33306,19.03,23886,,No,No,No,POINT (-73.722451 42.916667)
44227,49829-1,,Fulton,Oswego,NY,13069,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,41927,43328,Complete,Tesla Energy Operations Inc,,,,,,,4602492,1345945,2509.1,2945282,,No,No,No,POINT (-76.390481 43.324957)
44227,67549,4006-19409,Marcy,Oneida,NY,13403,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40266,40570,Complete,"ETM Solar Works, Inc.",SatCon Technology,PVS-50 (480 V),1,SOLON,P220/6+/01 225 Wp,221,265000,87018.75,49.73,52945,,No,No,No,POINT (-75.273947 43.161302)
44227,22539,4687-26916,Chazy,Clinton,NY,12921,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,,41000,41274,Complete,"Edge Design & Consulting, Inc.",SMA America,SB7000US-11 (240V),6,Canadian Solar,CS6P-240P,208,306860,86940,49.92,61521,,No,No,No,POINT (-73.435336 44.888213)
44227,49670,4702-25312,Rome,Oneida,NY,13440,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40870,41163,Complete,High Peaks Solar,SMA America,SB7000US (208V),6,Evergreen Solar,ES-E-210-fc3,240,219240.2,87500,50.4,55210,,No,No,No,POINT (-75.454665 43.214717)
44227,223566,,Philadelphia,Jefferson,NY,13673,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43861,,Pipeline,,Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],16,Mundra Solar PV Ltd.,ASM-7-PERC-350,8320,2670800,495040,2912,3418222,,No,No,No,POINT (-75.712864 44.161636)
44227,22840,4375-28372,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41100,41158,Complete,New York Light Energy LLC,PV Powered,PVP50KW-208,1,Kyocera Solar,KD245GX-LPB,224,383000,75000,54.88,64084,,No,No,No,POINT (-73.783424 42.852843)
44227,2899,4611-32875,Rome,Oneida,NY,13440,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41422,41619,Complete,"CNY Solar, Inc.",Fronius USA,IG Plus A 11.4-240,2,Conergy,Conergy PE 250P,78,70005,27300,19.5,20476,,No,No,No,POINT (-75.454665 43.214717)
44227,67051,5046-46640,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41884,42125,Complete,AEC Energy Corp./American Energy Care,SolarEdge Technologies,SE9K,5,Canadian Solar,CS6P-260P,194,250000,49725,50.44,66450,No,No,No,No,POINT (-73.783424 42.852843)
44227,49107,4375-19474,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 1050,NYS Electric and Gas,,40212,40409,Complete,New York Light Energy LLC,SatCon Technology,PVS-75 (208 V),1,Kyocera Solar,KD210GX-LPU,384,490768,158125,80.64,86157,,No,No,No,POINT (-73.783424 42.852843)
44227,13148,4702-34396,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41494,41619,Complete,High Peaks Solar,SMA America,ST42 (277V),3,Suniva,MVX255-60-5-701,589,537000,170000,150.2,157629,No,No,No,No,POINT (-75.916148 43.977155)
44227,176471,,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,43525,43895,Complete,"Solar Liberty Energy Systems, Inc.",SMA America,STP50-US-40 [480V],11,LG Electronics Inc.,LG400N2W-A5,1700,1122000,306000,680,772488,,No,No,No,POINT (-73.759248 43.07772)
44227,12056,4548-29378,Mechanicville,Saratoga,NY,12118,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,41172,41688,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 10.0-277,5,Trina Solar,TSM-285PA14,180,254353,75000,51.3,64799,,No,No,No,POINT (-73.722451 42.916667)
44227,37879-1,,Rome,Oneida,NY,13440,Non-Residential,Commercial/Industrial (Competitive),PON 2589C,National Grid,Purchase,41787,42759,Complete,"Rome Steel Solar, LLC",,,,,,,6032900,546313.42,2801.16,2699198,,No,No,No,POINT (-75.454665 43.214717)
44227,236634,,Ballston Spa,Saratoga,NY,12020,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,44000,44106,Complete,"PlugPV, LLC",SMA America,STP 50-US-41 [480V],4,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 395,520,421070,92430,205.4,249127,,No,No,No,POINT (-73.854217 43.004269)
44227,12332,4375-30974,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41296,41507,Complete,New York Light Energy LLC,Advanced Energy Industries,AE 50TX-208,1,Kyocera Solar,KD245GX-LFB2,210,211240.15,75000,51.45,61297,,No,No,No,POINT (-73.783424 42.852843)
44227,62137,4260-92282,Cape Vincent,Jefferson,NY,13618,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42433,42727,Complete,"Fourth Coast, Inc",Fronius USA,Fronius Symo 24.0-3 480,6,Trina Solar,TSM-310PD14,448,275000,46664,138.88,146851,No,No,No,No,POINT (-76.28933 44.116337)
44227,209259,,Plattsburgh,Clinton,NY,12901,Non-Residential,Commercial/Industrial (MW Block),PON 3082,NYS Electric and Gas,Power Purchase Agreement,43732,,Pipeline,"KSI II Consolidated, LLC",INGETEAM POWER TECHNOLOGY S.A,INGECON SUN 1245TL U B480 [480V],3,Hanwha Q CELLS,Q.PLUS L-G4.2 345,14580,6036120,1006020,5030.1,5904533,,No,Yes,No,POINT (-73.468706 44.701677)
44227,49761A-1,,Greenwich,Washington,NY,12834,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,42485,42464,Complete,"WGL Energy Systems, Inc.",,,,,,,4701880,1290163.46,2604.62,3057407,,No,No,No,POINT (-73.500001 43.097845)
44227,54010,4548-64799,Fort Edward,Washington,NY,12828,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,42139,43126,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,6,Silfab,SSG345M,468,632448,74584,161.46,160357,,No,No,No,POINT (-73.579351 43.256199)
44227,4688,02005-015,Wevertown,Warren,NY,12886,Non-Residential,Residential/Small Commercial,PON 716,National Grid,,38147,38376,Complete,"Global Resources Options, Inc.",SMA America,SWR2500U-SBD (240V),4,BP Solar,BP3150S (2003+),60,72977,45000,9,8491,,No,No,No,POINT (-73.925388 43.6416)
44227,43637,4149-027,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 1050,National Grid,,40029,40199,Complete,"Ecovis, Inc. (formerly Quality Solar)",Fronius USA,IG Plus 11.4-3 Delta-208,3,Kyocera Solar,KD210GX-LP,156,215026,98280,32.76,34072,,No,No,No,POINT (-73.759248 43.07772)
44227,52928,4362-60543,Granville,Washington,NY,12849,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Power Purchase Agreement,42074,43004,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Silfab,SLG345M,580,691740,101438,200.1,204424,,No,No,No,POINT (-73.300006 43.444111)
44227,47869,5417-101974,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42587,42754,Complete,"Green Mountain Electric Supply, Inc.",SolarEdge Technologies,SE9K,9,Canadian Solar,CS6X-320P,358,174992,39044,113.48,105812,,No,No,No,POINT (-73.676867 43.335343)
44227,227336,,St Johnsville,Fulton,NY,13452,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,43903,,Pipeline,"Cypress Creek Renewables, LLC",SMA America,SC 2750-EV-US [600V],2,JA Solar,JAP6-72-320/4BB/RE,22063,8283106,1200227.2,7060.16,9895520,,No,Yes,No,POINT (-74.628407 43.030313)
44227,24397,4362-35749,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41576,43178,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,6,Changzhou Trina Solar Energy Co.,TSM-340DE14A(II),460,445500,153650,156.4,148921,,No,No,No,POINT (-73.676867 43.335343)
44227,13593,4937-36913,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41611,41863,Complete,"Active Solar Development, LLC",Fronius USA,IG Plus A 10.0-240,4,SolarWorld,Protect SW 270 Mono,160,157680,49680,43.2,43804,Yes,No,No,No,POINT (-73.759248 43.07772)
44227,261953,,Dexter,Jefferson,NY,13634,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44112,,Pipeline,"ForeFront Power, LLC","Sungrow Power Supply Co., Ltd.",SG125HV [600V],40,"LONGi Green Energy Technology Co., Ltd.",LR6-72HBD-365M,18704,10065000,2252896.8,6826.96,8740000,,No,Yes,No,POINT (-76.077752 44.009636)
44227,1103,4687-23920,Chestertown,Warren,NY,12817,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,40785,41179,Complete,"Edge Design & Consulting, Inc.",SMA America,SB7000US (277V),6,Canadian Solar,CS5P-240P,207,401080,80770,49.68,53362,,No,No,No,POINT (-73.821038 43.640111)
44227,24396,4362-35739,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41576,43055,Complete,"Monolith Solar Associates, LLC",SolarEdge Technologies,SE20K,8,Silfab,SLG345M,580,603900,146625,200.1,219340,,No,No,No,POINT (-73.759248 43.07772)
44227,22358,4702-25325,Evans Mills,Jefferson,NY,13637,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40870,41046,Complete,High Peaks Solar,SMA America,ST42 (208V),1,Evergreen Solar,ES-E-215-fc3,198,178419,71368,42.57,44787,,No,No,No,POINT (-75.835048 44.089747)
44227,51849,4375-21419,Lake George,Warren,NY,12845,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40540,40667,Complete,New York Light Energy LLC,SatCon Technology,PVS-50 (208 V),1,Kyocera Solar,KD210GX-LPU,272,396984,87500,57.12,58009,,No,No,No,POINT (-73.705242 43.425392)
44227,13958,4548-37270,Saratoga Springs,Saratoga,NY,12866,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41641,42144,Complete,"Monolith Solar Associates, LLC",Fronius USA,Fronius CL 55.5 Delta (208V),2,Yingli Energy (China),YL305P-35b,460,414150,82830,138.05,138468,No,No,No,No,POINT (-73.759248 43.07772)
44227,277568,,Remsen,Oneida,NY,13438,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44205,,Pipeline,"TJA Clean Energy, LLC",Chint Power Systems America,CPS SCH125KTL-DO/US-600 [600V],28,Canadian Solar Inc.,CS1U-410MS,11952,6370000,1421092.8,4900.32,6868289,,No,Yes,No,POINT (-75.166692 43.345234)
44227,33538-1,,Clifton Park,Saratoga,NY,12065,Non-Residential,Commercial/Industrial (Competitive),PON 2589B,NYS Electric and Gas,Power Purchase Agreement,41451,41662,Complete,Manheim Remarketing Inc.,,,,,,,232128,109316.64,110.5,106478,,No,No,No,POINT (-73.783424 42.852843)
44227,12234,4362-30446,Queensbury,Warren,NY,12804,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41240,41330,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus V 10.0-3-208 Delta,4,Trina Solar,TSM-285PA14,160,225893,68025,45.35,49724,,No,No,No,POINT (-73.676867 43.335343)
44227,1312,02011-032,Old Forge,Herkimer,NY,13420,Non-Residential,Residential/Small Commercial,PON 716,National Grid,,39157,40542,Complete,Triangle Electrical Systems,SMA America,SB3800U (240V),6,Kyocera Solar,KC175GT,120,215250,105000,21,22912,,No,No,No,POINT (-74.91032 43.73549)
44227,1496,02003-084,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 716,National Grid,,39498,39671,Complete,"Renewable Power Systems, LLC",SunPower,SPR-5000x,2,SunPower,SPR-210-WHT,48,83309,50000,10.08,11526,,No,No,No,POINT (-73.500001 43.097845)
44227,239155,,Marcy,Oneida,NY,13403,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,43914,,Pipeline,,Yaskawa Solectria Solar,XGI 1500-166/166 [600V],23,Hanwha Q CELLS,Q.PEAK DUO L-G5.2 400,12480,7663364,848640,4992,6017510,,No,No,No,POINT (-75.273947 43.161302)
44227,66692,5167-98165,Johnstown,Fulton,NY,12095,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Power Purchase Agreement,42499,43538,Complete,"Borrego Solar Systems, Inc.",Sungrow Power Supply,SG60KU-M,33,JA Solar,JAP6-72-320/4BB,8766,6364808.68,592697.17,2805.12,3292762,,No,No,No,POINT (-74.394891 43.023495)
44227,24029,4702-34352,Watertown,Jefferson,NY,13601,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41493,41914,Complete,High Peaks Solar,SMA America,STP20000TL-US-10 (480V),6,Suniva,MVX250-60-5-701,536,475279,154000,134,142839,Yes,No,No,No,POINT (-75.916148 43.977155)
44227,66720,4260-22969,Clayton,Jefferson,NY,13624,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,,40695,40941,Complete,"Fourth Coast, Inc",SunPower,SPR-7000m (240V),2,SunPower,SPR-230E-WHT-D,72,82800,28980,16.56,17347,,No,No,No,POINT (-76.094551 44.217985)
44227,34899,4382-65125,Hermon,St. Lawrence,NY,13652,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,42144,42355,Complete,"Invictus Electrical, LLC",SMA America,STP24000TL-US-10 (480V),8,SolarWorld,SW250 Poly,300,231618,40000,75,93197,No,No,No,No,POINT (-75.211065 44.438635)
44227,50999-1,,Rome,Oneida,NY,13440,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,41941,43020,Complete,"Mohawk Valley Solar Partners, LLC",,,,,,,5320000,1022367.04,2993.76,3514195,,No,No,No,POINT (-75.454665 43.214717)
44227,267806,,Ogdensburg,St. Lawrence,NY,13669,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44152,,Pipeline,Nexamp Inc,SMA America,SC 4000 UP-US 600V 3850A [600V],2,JA Solar,JAM72S10-400/PR,16562,3040000,2053688,6624.8,9285320,,No,Yes,No,POINT (-75.506864 44.652305)
44227,11649,4362-26763,Clifton Park,Saratoga,NY,12065,Non-Residential,Residential/Small Commercial,PON 2112,NYS Electric and Gas,Purchase,41030,41215,Complete,"Monolith Solar Associates, LLC",SMA America,SB7000US (240V),6,Suntech Power,STP290-24/Ve,180,215730,75000,52.2,62931,,No,No,No,POINT (-73.783424 42.852843)
44227,49762A-1,,Johnstown,Fulton,NY,12095,Non-Residential,Commercial/Industrial (Competitive),PON 2956,National Grid,Power Purchase Agreement,43118,43084,Complete,"WGL Energy Systems, Inc.",,,,,,,2326740,312054.7,1449.36,1701317,,No,No,No,POINT (-74.394891 43.023495)
44227,17945,4362-47762,Greenwich,Washington,NY,12834,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Purchase,41897,42019,Complete,"Monolith Solar Associates, LLC",Fronius USA,IG Plus 11.4-3 Delta-208,5,Renesola Jiangsu,JC305F-24/Ab,220,184525,58247,67.1,71833,No,No,No,No,POINT (-73.500001 43.097845)
44227,51683,02011-010,Plattsburgh,Clinton,NY,12901,Non-Residential,Residential/Small Commercial,PON 716,NYS Electric and Gas,,38105,38607,Complete,Triangle Electrical Systems,SMA America,SWR2500U-SBD (240V),6,Kyocera Solar,KC167G,90,112750,75000,15.03,14160,,No,No,No,POINT (-73.468706 44.701677)
44227,281378,,Marcy,Oneida,NY,13403,Non-Residential,Commercial/Industrial (MW Block),PON 3082,National Grid,Lease,44208,,Pipeline,"Cypress Creek Renewables, LLC",SMA America,SC 2500-EV-US [550V],2,Canadian Solar Inc.,CS6X-330PN,22707,9756216,974130.3,7493.31,10502623,,No,Yes,No,POINT (-75.273947 43.161302)
44227,24385,4362-35663,Gloversville,Fulton,NY,12078,Non-Residential,Residential/Small Commercial,PON 2112,National Grid,Power Purchase Agreement,41548,43262,Complete,"Monolith Solar Associates, LLC",SMA America,STP30000TL-US-10,5,Trina Solar,TSM-340DE14A(II),600,603900,200000,204,247429,,No,No,No,POINT (-74.343858 43.082755)
